Datetime,Tweet Id,Text,Username
2022-09-16 08:16:30+00:00,1570688061348155403,"A warm welcome to all our international guests for the 2nd day of the #BIFOLD Research-Symposium and Opening @bbaw_de.
Our keynotes in the morning cover e.g. quantum machine learning or learning and data as the foundation for medical breakthroughs. https://t.co/2QK0wCe14s",bifoldberlin
2022-09-15 16:20:59+00:00,1570447599341277185,Full house: &gt;100 international scientists joined us today for the #BIFOLD Research-Symposium @FDT_Berlin. Scientific keynotes on e.g. image-scaling attacks in #ML or molecular simulation with #DeepLearning led to intensive discussions. Looking forward to tomorrow's sequel! https://t.co/luK08ShTPV,bifoldberlin
2022-09-01 14:13:10+00:00,1565342000047501313,"🥳Congratulations: Italian media artist Marco Barotti   is #BIFOLD artist in residence 2022! Looking forward to a fascinating interaction of #AI, #BigData &amp; #art. 👇https://t.co/Tx4lpAxZ8K @barottimarco @TUBerlin @ScienceGallery https://t.co/CdnMr1hHV1",bifoldberlin
2022-07-27 15:27:37+00:00,1552314775249502212,"#BIFOLD Researcher @GSmaragdakis &amp; team performed a large-scale measurement study of more than 5,500 official government websites. The study shows that up to 90% of these official websites in some countries add third-party tracker🍪without user consent.👉https://t.co/stzvpuJiLF https://t.co/HDqBwZreVc",bifoldberlin
2022-07-27 12:40:47+00:00,1552272790589509634,"🗓️ Understanding how humans make decisions is one of the most important topics in cognitive #neuroscience. In his talk Prof. Christian Wallraven, Korea University, presents his research with a focus on decision-making in risky situations. 👉https://t.co/GosnQOLbit https://t.co/5VAOHqe60F",bifoldberlin
2022-07-01 15:45:54+00:00,1542897291899637761,"📢BIFOLD Colloquium: @rfschwarz uses machine learning and statistical algorithms to explore the causes and functional consequences of differences in tumors and cancer evolution. Listen to his talk on July 4, 2022 👉https://t.co/cHfDEXgBv8 https://t.co/JJtjS0RndX",bifoldberlin
2022-07-01 14:51:06+00:00,1542883501674053632,"Happy to share good news:🥳starting today #BIFOLD receives permanent funding from the State of Berlin and @BMBF_Bund. Our researchers explore #datamanagement &amp; #ML with the aim to create genuinely new knowledge in the sciences, humanities &amp; economy.👉https://t.co/qC8VC07nvx https://t.co/r64kB2d53A",bifoldberlin
2022-06-29 15:18:32+00:00,1542165630014603265,Check out the new @NatureComms publication by a group of #BIFOLD researchers &amp; colleagues: BIGDML - Towards accurate quantum machine learning force fields for materials https://t.co/mPWRtVwFSX,bifoldberlin
2022-06-23 15:44:38+00:00,1539997868580380672,"4th day of #BIFOLD Summer School at @JWI_Berlin and still going strong: 26 PhD students discuss with guest speakers from Japan, Sweden, UK and Germany about #ethics in #datascience and #ML, with special foci on #XAI and sustainable AI. https://t.co/WpKnPwjyQ8",bifoldberlin
2022-06-22 14:40:31+00:00,1539619345931943936,"#BIFOLD welcomes all participants of the Summer School. The aim is to complement technological research on #AI with ethical aspects. The program includes  hands-on workshops, guest lectures from international researchers, a panel discussion, and Ph.D. student presentations. https://t.co/QOjHNIg9Ie",bifoldberlin
2022-06-22 07:58:08+00:00,1539518083752148992,📢Last call:,bifoldberlin
2022-06-22 07:55:54+00:00,1539517521228972033,📢We are #hiring! You have a track record in  #sciencecommunications &amp; #socialmedia 👩‍🔬? Then join the #BIFOLD Communications &amp; PR Team in #Berlin. Apply here 👇: https://t.co/TJ258ZxdTa https://t.co/RAU5LliAQz,bifoldberlin
2022-06-21 13:58:26+00:00,1539246368811884545,"🗓️June 30, 2022: Listen to interesting discussions on #OpenScience, research assessment and evaluation and join #BIFOLD researcher Begüm Demir at Open Forum I: Fundamental principles: Should stakeholder inclusion matter to the European Research Council?",bifoldberlin
2022-06-10 14:28:13+00:00,1535267596123119618,🗓️Save the date: In their lecture on June 15 #BIFOLD guests @dora_hermes &amp; @Kai_J_Miller present a new set of paradigms and machine learning algorithms to understand single-pulse electrical stimulation in the human brain.👉https://t.co/lCbMerC4zt,bifoldberlin
2022-06-10 14:15:10+00:00,1535264312104824833,#BIFOLD researchers developed a new admission control approach that accepts e.g. #ML training workloads only if they can be computed using renewable 🌬️🌞excess energy. 👇https://t.co/uxwh7j7uvl @PhilippWiesner @lauritzthamsen @Odej7 https://t.co/gMGu1f8TQJ,bifoldberlin
2022-06-03 09:22:47+00:00,1532654014860599296,#SaveTheDate ⏰ On 13.6. Gabriele Mencagli @Unipisa presents different perspectives on data stream processing for resource-constrained devices. 👉Please register for this virtual #BIFOLD #Colloquium: https://t.co/FctUKj5ch5 https://t.co/WMk7v0IERO,bifoldberlin
2022-06-02 09:56:55+00:00,1532300217516707845,"📢Interested in advanced urban remote sensing? #BIFOLD guest Prof. Paolo Gamba, University of Pavia, Italy, gives an invited 8h lecture in the week of June 13.-17. 2022 in Berlin. Step by and listen:  https://t.co/LberEPiePj https://t.co/u4NTqSoevE",bifoldberlin
2022-05-25 14:39:45+00:00,1529472292467752961,Several @ELLISforeurope units &amp; industry partners cooperate in the new „Konrad Zuse School of Excellence in Learning and Intelligent Systems“. The young researchers benefit from cross-institutional mentoring through #AI experts like #BIFOLD researcher @WojciechSamek  @TUBerlin,bifoldberlin
2022-05-18 12:45:58+00:00,1526906942832115712,"#friendlyreminder 👉 Join the lecture „#MachineLearning for Remote Sensing Applications powered by Modular #Supercomputing Architectures“ with Gabriele Cavallaro @fz_juelich on Friday, 2 pm! ➡️ More info here: https://t.co/6S1gQ2SvLV

#BIFOLD #Colloquium #TUBerlin @fzj_jsc",bifoldberlin
2022-05-13 10:50:56+00:00,1525066056867405824,"#dontmiss 👉 In our next #BIFOLD #Colloquium Gabriele Cavallaro @fz_juelich will give a.o. an overview of the work &amp; research activities of the ""#AI and #ML for Remote Sensing"" Simulation and Data Lab hosted at the @fzj_jsc! ℹ️ https://t.co/6S1gQ2SvLV https://t.co/zThyynxtKn",bifoldberlin
2022-05-12 15:31:52+00:00,1524774364700463108,The demo paper“Farming Your #ML-based Query Optimizer’s Food“by a team of #BIFOLD &amp; #TUBerlin researchers has won the ICDE 2022 Best Demo Award!They presented a framework for efficiently creating training data for optimizers with learning-based components. https://t.co/7dbcNhpMvB https://t.co/ypJD7nyPp6,bifoldberlin
2022-05-12 12:04:42+00:00,1524722229564616707,"How can we understand the decisions made by #AI &amp; apply these insights practically? That’s what the new book ""xxAI - Beyond Explainable AI” by the #TUBerlin Profs &amp; #BIFOLD researchers @WojciechSamek &amp; Klaus-Robert Müller is about.
👉Read more: https://t.co/lbVEIufOCY https://t.co/7SVRT06Z4a",bifoldberlin
2022-05-11 15:05:40+00:00,1524405386324983810,"📣 The team of @nebulastream just released version 0.2.0. The system aims to unify data management approaches that are realized in different systems: cloud-based streaming systems,fog-based data processing systems &amp; sensor networks. 👉Read more: https://t.co/1A8z5o9aDT
#DIMA #AIM https://t.co/C6OXThHMqp",bifoldberlin
2022-05-05 14:31:42+00:00,1522222510804062208,🥳Congratulations to @GGevay and a team of #BIFOLD researchers who were awarded a 2021 ACM @sigmod Research Highlights Award for their paper: Efficient Control Flow in Dataflow Systems: When Ease-of-Use Meets High Performance. 👉https://t.co/MSdXNgjr2q https://t.co/urisv5wAIR,bifoldberlin
2022-05-05 12:31:27+00:00,1522192248015933441,"Wow❗Within one week, the book Beyond #ExplainableAI by @WojciechSamek &amp; #BIFOLD co-director Klaus-Robert Müller et al. has reached 30,000 downloads! 👏 Take a look for yourself! #OpenAccess 👉 https://t.co/J95rD5InxM",bifoldberlin
2022-05-04 11:04:13+00:00,1521807908643741697,#readingtip The first issue of this year's @sigmod record showcases research projects exemplifying core #database research. 👉 Check out some contributions of Co-Director Volker Markl and his #BIFOLD team: https://t.co/2jm9E05GTG https://t.co/NoWqyeTOAT,bifoldberlin
2022-05-03 11:14:46+00:00,1521448172131950592,Congratulations to #BIFOLD Alumna Eleni Tzirita Zacharatou! 🎉👏 All the best for the new position @ITUkbh_IT!,bifoldberlin
2022-05-03 10:18:27+00:00,1521434002917400577,"Large medical datasets are difficult to acquire.#Datasharing could be a solution - if irreversible anonymization is guaranteed. In an international team,#BIFOLD scientists published encouraging steps for privacy-preserving data sharing in medical imaging.👉https://t.co/W4eQrVpcYR https://t.co/AY96J7hAyz",bifoldberlin
2022-04-29 09:12:22+00:00,1519967819152211968,"🎉Congratulations to #BIFOLD researcher @WojciechSamek! As of May 1, he is appointed Professor of #MachineLearning and Communications at @TUBerlin. We wish him every success and look forward to many exciting joint research projects. 👉 https://t.co/lgjWWDQTec https://t.co/L9xJJeKFuw",bifoldberlin
2022-04-28 10:27:31+00:00,1519624345965977600,#NumberOfTheDay 2️⃣0️⃣0️⃣ – Data centers worldwide consume currently over 200 TW/h per year (40% of total German energy consumption). #BIFOLD researchers investigated how scheduling computing tasks can reduce emissions. 👉Read more: https://t.co/GqzbNkLd0i @lauritzthamsen https://t.co/zaMM7jbFyK,bifoldberlin
2022-04-27 15:13:11+00:00,1519333846558253057,"💪 We are overwhelmed by the many exciting project proposals for our new artist in residence program. Thanks a lot!🎉 Now it's time for the difficult task of selection. Stay tuned!
@ScienceGallery #TUBerlin #BIFOLD https://t.co/HcgLxhJQlr",bifoldberlin
2022-04-22 11:52:38+00:00,1517471435261984771,"#readingtip What are the main system challenges required to comply with #datatransfer obligations in context of federated data processing?#BIFOLD researchers @kbeedkar,J.Quiane &amp; V.Markl present work on compliant #dataprocessing &amp; discuss current research: https://t.co/guzcDbPDuh https://t.co/ZXDZvQd5TA",bifoldberlin
2022-04-21 13:58:28+00:00,1517140718048858112,"#lastcall Until april 25 there is still time to apply for the new artist in residence program by @Science_Gallery, #TUBerlin &amp; #BIFOLD. The goal of the program is to combine artistic &amp; scientific perspectives of #AI.Applications are open to #Berlin artists.https://t.co/0sSeS22fm0 https://t.co/XASWv7tFdq",bifoldberlin
2022-04-20 10:09:05+00:00,1516720604023504897,#readingtip 📚 Material scientists have something to look forward to: #BIFOLD researchers @TUBerlin &amp; #GoogleResearch developed an algorithm to efficiently predict the potential energy state of individual molecules using quantum mechanical data. More 👉 https://t.co/al8zt44WYQ https://t.co/WR4dHHv5KY,bifoldberlin
2022-04-11 11:58:47+00:00,1513486716249808905,"#readingtip 📖 Imagine manipulated images of traffic signs being introduced into the learning process of an #AutonomousDriving system! 🚨 Konrad Rieck @mlsec &amp; #BIFOLD reseachers developed methods to prevent image-scaling attacks on #ML.
👉 https://t.co/zrqlbsyZiv https://t.co/jgvW5EEWG3",bifoldberlin
2022-04-08 09:37:03+00:00,1512363885763997704,"#readingtip Data centers worldwide consume large amounts of energy.⚡To reduce the #CarbonFootprint of cloud computing, #BIFOLD researchers investigated the potential of shifting delay-tolerant compute workloads to times when #RenewableEnergy is available: https://t.co/ntNTBo58zu https://t.co/XKcKwymQg2",bifoldberlin
2022-04-05 12:35:22+00:00,1511321597508001800,"Great news!👍 For our new 30.000 € endowed artist in residence program “Art of Entanglement” we’re looking for #Berlin based artists who are interested in #BigData, #ML, #DataManagement &amp; their intersection. More 👉 https://t.co/0sSeS2jQKA https://t.co/km1UQyNqYC",bifoldberlin
2022-04-04 09:41:27+00:00,1510915442822504451,"#FriendlyReminder 👉 Don`t miss today’s #BIFOLD #Colloquium with Georgia Koutrika @athenaRICinfo, starting at 3:00 pm.
ℹ️ Further information: https://t.co/NEvjnUtOcX",bifoldberlin
2022-03-30 17:25:51+00:00,1509220371647631369,"#DocumentFreedomDay How can users be supported to develop new AI applications? Several #BIFOLD @TUBerlin researchers are designing Agora, a data infrastructure for building open ecosystems for #DataScience &amp; #AI innovation. Details: 👉 https://t.co/cdHHohve4d https://t.co/CaiOSY446c",bifoldberlin
2022-03-30 12:37:45+00:00,1509147870766714882,"#DocumentFreedomDay Do you have digital data to analyize? Jorge Quiané &amp; other researchers of #BIFOLD @TUBerlin developed Apache Wayang, the first system that provides an abstraction to run federated analytics &amp; #AI wherever the data lives. More:👉 https://t.co/ckwI8frPxB https://t.co/5AVZ3QXGRY",bifoldberlin
2022-03-30 05:33:55+00:00,1509041208647106565,"Imagine a system that allows users to dig into data &amp; find answers by conversing like a human?🤖 In our next #BIFOLD #Colloquium Georgia Koutrika @athenaRICinfo will give an overview of efforts &amp; challenges behind the intelligent data assistant Datagent.
ℹ️https://t.co/NEvjnUtOcX https://t.co/3Z4O33wFyL",bifoldberlin
2022-03-29 14:38:36+00:00,1508815896080531470,"#lastcall ⏰ You want to work in an international team of experts on future technologies such as #AI, #ML &amp; #DataScience in #BrainCityBerlin? Then check out our offer of 10 #PhD projects until 30.3.! ℹ️ https://t.co/noUMXW1PPn https://t.co/fXjInyN7yH",bifoldberlin
2022-03-28 15:03:48+00:00,1508459849276928009,"You are looking for special data? 👀 How about that: 519 Scientific Papers, 55 Open Source Tools, 163 PhD Graduates, 9 Research Groups, 54 Industry Projects, 34 Start-Ups, 21 Agility Projects... 
All of that is #BIFOLD.👍 More about us: https://t.co/OydE6xHJCM https://t.co/rXAODQxzIX",bifoldberlin
2022-03-24 17:56:57+00:00,1507053871075627012,"#reminder ❗ Want to explore the role of art &amp; culture in the rapidly evolving wave of #AI innovation in #BrainCityBerlin?
👉Check out the open call of the artist in residence program by @Science_Gallery Berlin, #TUBerlin &amp; #BIFOLD until 25.4.: https://t.co/0sSeS2jQKA https://t.co/QvD7vWkEFZ",bifoldberlin
2022-03-21 14:17:08+00:00,1505911391361843207,"Do you know CQELS?💡It‘s a semantic stream processing &amp; reasoning framework, used in several EU &amp; industry projects. #BIFOLD @TUBerlin supports #CQELS 2.0 for neural-symbolic reasoning operations on multimodal stream data.
ℹ️ More: https://t.co/wmL1iTOOFd https://t.co/sNfr38JjXR",bifoldberlin
2022-03-18 16:56:49+00:00,1504864411827191816,"Berlin-based artists, take note!⚠️ Together with @ScienceGallery Berlin #TUBerlin we announce a new artist in residence program combining artistic &amp; scientific perspectives of #AI, endowed with 30.000 Euro. ℹ️ All details at https://t.co/0sSeS2jQKA https://t.co/JudrHWT6dd",bifoldberlin
2022-03-17 16:45:24+00:00,1504499150410469388,Climate services &amp; #ML – #BIFOLD researcher Begüm Demir gives an invited talk at the virtual 2022 @ECMWF Machine Learning Workshop (29.3.-1.4.) on „Learning from Noisy Class Labels for Earth Observation“. 👉Register until 22.3.: https://t.co/8A2HDSlcfI https://t.co/0Sl93XzLu6,bifoldberlin
2022-03-02 16:08:45+00:00,1499054109730689027,"📢#BIFOLD Graduate School offers 10 new #PhD projects in the areas of #AI, #ML &amp; #DataScience. BIFOLD addresses new challenges evoked by the rapidly growing importance of AI in virtually all domains from medicine &amp; natural sciences to humanities 👇https://t.co/TJ258ZxdTa https://t.co/pqOVtBykrX",bifoldberlin
2022-03-02 08:31:24+00:00,1498939014459576321,"#NumberOfTheDay 4️⃣ – DISH Lab, XAI Lab, IoT Lab and SCI Lab - are the names of our 4 research labs, two more coming soon. They define larger research themes based on strategic needs and shape #BIFOLD’s research profile over time. 👉Read more: https://t.co/GW5snxyHmb https://t.co/cMmrteN4Kg",bifoldberlin
2022-02-26 13:35:07+00:00,1497565895861981188,"#Reminder On Monday, @YingjunWu, founder &amp; CEO of @SingularityData, is our guest at #BIFOLD #Colloquium.
👉Click here to get more information:
https://t.co/l6tZffYOVr",bifoldberlin
2022-02-25 13:28:06+00:00,1497201743368802304,"What’s #BIFOLD about?💡Conducting groundbreaking foundational #research in #BigData Management and #MachineLearning, as well as their intersection, educating future talent, and creating high-impact knowledge exchange. 👉Stay up to date: https://t.co/vlWjnZbaLF https://t.co/JZc2XXpBcb",bifoldberlin
2022-02-23 06:21:02+00:00,1496369490438893570,Streaming systems become increasingly important for extracting business value from data in real-time.@SingularityData CEO Yingjun Wu provides insights on how to design streaming-aware compaction &amp; caching strategy to achieve better end-to-end performance.ℹ️https://t.co/b005YxeuSB https://t.co/wknc9QPeLH,bifoldberlin
2022-02-21 12:52:10+00:00,1495743147472785412,"#readingtip 📖 #BIFOLD researchers @tuberlin have developed an #AI-algorithm to implement inverse chemical design &amp; thus generate targeted molecules based on their desired properties. Now published in @NatureComms...👇
https://t.co/q6kfKA2RIK
#newpublication @ktschuett @nature https://t.co/kVvfibQGux",bifoldberlin
2022-02-18 14:05:44+00:00,1494674497244471301,"Black Box AI-Systems?🤔#BIFOLD researchers propose a new procedure that is applicable to a wide range of domains, to make existing AI explanation methods more robust and reliable. #XAI 👉https://t.co/FxyZt9sGia https://t.co/GYc4igGEUz",bifoldberlin
2022-02-16 12:27:29+00:00,1493924997307547648,"Want to evaluate the goodness of your explanation method? 👀
Scientists @TUBerlin_UMI @FraunhoferHHI &amp; #BIFOLD are presenting #QUANTUS, an explainable #AI toolkit for responsible evaluation of #neuralnetwork explanations.
Further information...⤵️",bifoldberlin
2022-02-16 10:43:31+00:00,1493898833146830848,"👉21.2. #BIFOLD Colloquium: Alexandre Tkatchenko @uni_lu @TUBerlin talks about electrons and Machine Learning Force Fields. ℹ️ Information &amp; registration: https://t.co/Vl2csAgrLK
#ML #MachineLearning #tuberlin #science https://t.co/FApFQE4Flb",bifoldberlin
2022-02-08 15:41:46+00:00,1491074785551556612,"#ApacheFlink is a project with a very supportive, continuously growing community.🤝At #BIFOLD Colloquium Fabian Hüske will discuss Flink’s journey from an academic research project by 3 PhD students @TUBerlin in 2009 to a successful project of @theASF. ℹ️ https://t.co/nnLhaenPQB https://t.co/FStTq3ygEq",bifoldberlin
2022-02-07 11:45:38+00:00,1490652971788550149,#Reminder Don't forget today's Distinguished Lecture with Prof. Dr. Volker Markl #BIFOLD @TUBerlin @emergen_City at 4.15-5.15pm. He'll talk about #Database Systems and #Information Management as well as Trends &amp; Visions. ℹ️ https://t.co/eKbdQqR9Wb,bifoldberlin
2022-01-20 13:09:42+00:00,1484151145819955202,"Join our next BIFOLD Research Colloquium on Monday (2022/01/24), 4:00 pm! 
@confluentinc co-founder @junrao will present development history and use cases of @apachekafka.
ℹ️More information: https://t.co/kFu74uGIol https://t.co/28YxeJ4iiK",bifoldberlin
2022-01-06 15:57:50+00:00,1479120028347731976,"""Artificial Intelligence (#AI) should assist humans - not replace them,"" explains BIFOLD Co-Director Klaus-Robert Müller in an interview with @rbbabendschau. The entire interview (in German) 👇 https://t.co/xmMKInOM5v",bifoldberlin
2021-12-22 09:40:19+00:00,1473589208648495105,"Join our #AI #research teams in #BrainCityBerlin! 
We currently have seven open positions in Explainable AI #XAI, #MachineLearning #ML, and #DataManagement #BigData. Applications are possible until 31/12/2021!
👉https://t.co/TJ258ZxdTa
#jobs",bifoldberlin
2021-12-21 12:10:36+00:00,1473264638041206787,"In his recent @NeurIPSConf 2021 paper, BIFOLD researcher @robvdm provides the first solid theoretical foundations for applying low-rank methods to nonparametric density estimation – eliminating the curse of dimensionality in this area of #statistics.
👉https://t.co/5G1U7XwGNe https://t.co/pyONxmrQXz",bifoldberlin
2021-12-15 15:55:58+00:00,1471147025139912706,"Einstein referred to them as “spooky action at a distance” 👻. BIFOLD Co-Director Prof. Dr. Klaus-Robert Müller and his colleagues from @GoogleAI developed a new algorithm that learns complex #MolecularDynamics.
👉https://t.co/TqKgkNjNIj
@NatureComms https://t.co/IAHdBEFDzr",bifoldberlin
2021-12-08 13:48:56+00:00,1468578343620595713,"From tweeting about a headache to questioning side effects of medicine – #SocialMedia is full of health-related information. BIFOLD researchers explore how to make this wealth of information machine-understandable to learn about population #health.
ℹ️https://t.co/Q29HCP1Puu https://t.co/o15RVNuqa1",bifoldberlin
2021-12-06 09:08:58+00:00,1467783112587460612,"Don't miss today's BIFOLD Colloquium, starting at 4 p.m.!
https://t.co/B4xKiUkrnb",bifoldberlin
2021-12-01 11:56:25+00:00,1466013310818603019,"🗓️Join the BIFOLD Colloquium on ""Scalable and Fast Cloud Data Management"" on December 06! 
Norbert Ritter, Felix Gessert, and Wolfram Wingerath will discuss cloud data management research and applications at @unihh and @baqendcom.👇
https://t.co/B4xKiUkrnb https://t.co/AnYcDB3ptg",bifoldberlin
2021-12-01 10:17:14+00:00,1465988352927281154,"⏰Last chance: Learn all about @kiez_ai - the new focus program on Artificial Intelligence #AI by Science &amp; Startups, the network of #startup services of Berlin's universities. Register 👉https://t.co/XeUNnCAzF9",bifoldberlin
2021-11-29 10:33:26+00:00,1465267652293758981,@bifoldberlin Co-Director Volker Markl and Fellow Frank Noé @FrankNoeBerlin are new members of the Berlin-Brandenburg Academy of Sciences and Humanities @bbaw_de. 👏Congratulations!,bifoldberlin
2021-11-25 09:05:03+00:00,1463795860752551937,"🗓️Save the date: 02/12/2021! 
Tina Klüwer and Susanne Perner will introduce @kiez_ai - the new #AI focus program of Science &amp; Startups, the association of startup services from @BerlinUAlliance. 
More Information: https://t.co/G7Pv0QYO78",bifoldberlin
2021-11-24 11:45:05+00:00,1463473746434576399,"Happy to contribute to a strong #AI #research ecosystem in #BrainCityBerlin! 
Congratulations again to BIFOLD researchers Klaus-Robert Müller, @borlazzi, and @FrankNoeBerlin, who once again made it on the 2021 list of #HighlyCitedResearchers.",bifoldberlin
2021-11-22 13:04:25+00:00,1462768933610606594,"The podcast episode below (in German) gives great insight into the work of BIFOLD Fellows @M_Valleriani and Jürgen Renn to reconstruct the emergence of shared scientific knowledge in Europe.

More information on #ML in #ComputationalHistory:
https://t.co/C4ISuy2LAc",bifoldberlin
2021-11-19 10:28:11+00:00,1461642451765149702,"DDoS attacks are an almost daily, annoying phenomenon: @bifoldberlin researcher @GSmaragdakis and colleagues show that the exchange of information about ongoing #cyberattacks has the potential to detect and mitigate those attacks. 
ℹ️https://t.co/dO6Sj1TPG4 https://t.co/QSEbPNdlvR",bifoldberlin
2021-11-18 12:53:22+00:00,1461316603086258180,"Wanted: #biomedical #AI project ideas that potentially complement the @Virchow2_0 strategy to implement cell-based medicine in Berlin. 
Register👇",bifoldberlin
2021-11-17 09:26:43+00:00,1460902210519379969,🗓️ Save the date:👇,bifoldberlin
2021-11-16 10:59:06+00:00,1460563069004877830,"🎉 Congratulations to the BIFOLD researchers, who are once again among the most #HighlyCitedResearchers in the world: BIFOLD Co-Director Klaus-Robert Müller (cross-field), Frank Noé @FrankNoeBerlin (cross-field) and Giuseppe Caire @borlazzi (computer science).
#HighlyCited2021",bifoldberlin
2021-11-15 14:35:10+00:00,1460255058621353986,"Using a virtual background during video calls is supposed to counteract privacy risks.  @bifoldberlin researchers explored how leaks in virtual backgrounds
can be exploited to reconstruct parts of the real environment.",bifoldberlin
